"Name","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","RAR","WAR","Dollars","playerid"
"Frank Kitson","-0.1","-0.8","0.5","-0.4","2.7","0.3","","1006981"
"Jack Dunn","-0.1","-0.1","-0.3","-0.4","3.6","0.3","","1003573"
"Ned Garvin","0.2","-0.2","0.2","-0.1","2.5","0.3","","1004559"
"Pete Filson","0.8","0.0","0.5","0.5","2.9","0.3","","1004046"
"Shawn Hillegas","-0.6","-0.8","-0.2","-0.9","2.9","0.3","","1005818"
"Jeff Robinson","0.7","0.2","0.2","0.4","2.8","0.3","","1011072"
"Mike Thurman","0.1","-0.3","0.1","-0.2","2.8","0.3","$1.1","852"
"Chad Green","0.1","-0.5","0.3","-0.2","2.9","0.3","$2.3","15552"
"Frank Tanana","0.3","0.3","-0.3","0.0","2.9","0.3","","1012818"
"Brad Halsey","-0.4","-0.4","-0.3","-0.7","3.0","0.3","$1.2","4760"
"Mark Leiter","0.3","-0.1","0.2","0.0","2.6","0.3","","1007501"
"Happy Finneran","0.3","-2.5","2.6","0.0","2.5","0.3","","1004057"
"Ernie Shore","-0.2","-1.0","0.6","-0.4","2.7","0.3","","1011927"
"Tommy Thompson","-1.0","-0.6","-0.7","-1.3","2.5","0.3","","1013028"
"Dan Giese","0.1","0.4","-0.5","-0.2","2.5","0.2","$1.5","2656"
"Jorge DePaula","0.5","0.4","-0.2","0.2","1.9","0.2","$1.1","1827"
"Luis Cessa","0.5","0.5","-0.2","0.2","2.4","0.2","$2.0","13345"
"Chad Gaudin","1.0","0.3","0.5","0.8","2.4","0.2","$1.5","1783"
"Andy Coakley","-0.4","-0.4","-0.3","-0.6","2.0","0.2","","1002372"
"Earl Moore","-1.5","-0.7","-1.0","-1.7","1.8","0.2","","1009103"
"Ron Klimkowski","0.8","0.5","0.1","0.6","1.9","0.2","","1007001"
"Charlie Devens","0.9","0.6","0.1","0.7","2.2","0.2","","1003241"
"Louis Leroy","-0.1","-0.1","-0.2","-0.3","1.8","0.2","","1007554"
"Bob Lawson","-0.2","-0.4","0.0","-0.4","2.0","0.2","","1007405"
"Eric Plunk","0.3","0.2","-0.1","0.1","2.0","0.2","","1010400"
